net profit / total assets,current assets / short-term liabilities,[(cash + short-term securities + receivables - short-term liabilities) / (operating expenses - depreciation)] * 365,sales / total assets,(gross profit + depreciation) / sales,(total liabilities * 365) / (gross profit + depreciation),sales (n) / sales (n-1),profit on operating activities / financial expenses,working capital / fixed assets,(current liabilities * 365) / cost of products sold,(current assets - inventories) / long-term liabilities,total liabilities / ((profit on operating activities + depreciation) * (12/365)),net profit / inventory,(current assets - inventory - short-term liabilities) / (sales - gross profit - depreciation),bankrupt
0.045043,0.61711,-129.86,1.1403,0.16062,1624.1,1.0438,1.2854,-0.17399,205.72,0.96375,0.12137,0.67739,0.10147,0
0.04858,1.2694,-7.8551,1.5823,0.059582,2584.1,0.90135,3.6599,0.32189,114.38,2.3501,0.19485,0.30945,0.14609,0
0.00098769,0.93574,-66.17,1.0953,0.052591,4730.3,1.15,1.0236,-0.040787,135.75,0.6213,0.2833,0.0061671,0.0038966,0
0.019639,0.90343,-38.27,1.355,0.034719,5566.1,1.4853,1.9082,-0.099649,149.05,2.3983,0.35086,0.45992,0.069493,0
0.0042288,0.95214,-42.705,1.2251,0.11969,1779.6,1.0366,1.2876,-0.024995,101.57,1.2336,0.14746,0.054751,0.014836,0
-0.1272,0.52129,-57.577,3.4266,0.039682,2961.1,0.75661,-3.246,-0.97604,102.34,4.152,0.23535,-3.2686,1.235,0
0.2988,1.338,-12.654,1.3911,0.25595,699.81,1.0873,10.236,0.63223,190.56,4.9956,0.059571,11.234,0.94154,0
0.0053049,1.508,62.408,0.46416,0.187,2732.8,0.61581,1.1174,0.090858,123.06,0.39623,0.16303,0.49421,0.015151,0
0.16824,1.9213,31.894,2.519,0.16154,369.49,1.0174,20.724,0.65662,46.615,5.7697,0.033395,2.419,0.28608,0
0.005429,1.6145,-1.8039,1.009,0.043038,4388.4,0.89543,0.33221,0.81587,151.06,3.8275,0.24065,0.020945,0.011965,0
0.0029832,1.5352,27.705,2.299,0.010797,8933.9,0.87477,1.3444,4.33,91.696,1190.5,0.6061,0.021718,0.0076013,0
0.20833,7.4525,429.53,0.79587,0.3736,145.41,1.0511,15.043,3.0146,74.409,47.993,0.012489,2.1957,0.23632,0
0.42756,2.5406,169.77,0.42508,1.4815,247.45,0.61598,14.244,3.7632,102.49,14.836,0.022301,256.42,0.74609,0
-0.054975,0.58884,-64.163,3.5679,0.017315,6987.3,1.3478,-0.098852,-1.3495,111.11,10.575,0.37099,-0.3242,0.30102,0
-0.037191,1.0869,-57.358,2.7329,0.0090309,12393.0,1.2551,0.1228,0.30502,97.837,3.4392,0.41818,-0.080883,-0.2295,0
0.0097767,0.85897,-52.027,1.0149,0.088764,3675.8,0.95262,0.58786,-0.060583,121.07,0.37003,0.21793,0.14361,0.11026,0
0.0066051,0.97124,-31.131,1.0281,0.11549,1993.0,0.95721,1.1231,-0.022815,160.24,2.9223,0.15473,0.10601,0.018783,0
0.092825,1.3904,-33.629,1.4,0.1427,943.59,1.0477,4.083,0.21692,91.654,1.2429,0.072468,0.40507,0.19197,0
0.060313,1.1478,-20.25,1.0807,0.12789,1351.8,1.2176,0.82808,0.083289,107.81,1.1297,0.10782,0.55133,0.18834,0
0.0887,1.5288,8.0223,1.2886,0.13154,1538.2,1.1355,4.7697,0.21526,74.382,0.89367,0.13108,0.98661,0.31051,0
0.057485,1.8575,90.268,1.1955,0.079038,2116.1,0.97701,3.7592,0.73486,107.44,2.9452,0.1654,8.8872,0.12712,0
0.031499,1.171,-2.4564,1.6222,0.18954,661.71,0.8814,3.1517,0.12234,83.16,3.3953,0.058094,0.58239,0.071169,0
0.0017571,0.55068,-143.09,0.8581,0.038273,9780.4,0.83845,0.0,-0.26527,223.93,0.42599,0.94367,0.026779,0.014646,0
0.033838,1.232,17.143,1.4198,0.084065,2065.9,0.92958,3.3961,0.24364,121.74,2.6589,0.1739,0.78743,0.10429,0
0.004321,1.3173,9.2007,0.77256,0.14921,1710.0,1.0344,1.2043,0.10025,106.26,1.7986,0.14179,0.081369,0.0093945,0
-0.089073,0.12876,-160.86,1.0749,0.22477,777.04,0.93376,-1.9416,-0.39608,132.7,0.57037,0.06371,-12.932,-0.18341,0
-0.0025586,10.076,110.05,0.98723,0.056877,308.24,0.9745,-0.097513,0.88252,16.121,114.2,0.031953,-0.031221,-0.0027838,0
-0.0089803,1.0857,-12.193,1.0076,0.098302,1227.0,0.9011,0.049218,0.025572,73.09,1.2857,0.09904,-0.17069,-0.014658,0
0.13666,1.1542,-30.259,1.1807,0.1573,1108.8,0.9986,1.4519,0.14034,145.45,1.9478,0.089075,0.89405,0.36833,0
0.037193,0.41816,-108.9,0.84278,0.099002,3634.3,1.1738,1.8022,-0.23288,164.59,0.26193,0.20376,2.3356,0.21977,0
1.8949e-05,1.4059,-5.7602,1.2361,0.070018,2655.7,1.0357,0.47569,0.14062,68.791,0.77184,0.23237,0.00084852,5.1174e-05,0
0.17293,3.4732,108.97,0.75185,0.34065,240.99,0.59723,16.592,0.27796,42.094,4.2399,0.0255,16.001,0.20813,0
0.046287,4.6076,137.34,1.3232,0.074704,796.63,0.83805,7.2647,1.348,39.203,7.8067,0.068579,2.2987,0.05902,0
-0.068751,0.56416,-79.553,1.0302,-0.030813,-6153.9,0.99905,-2.5753,-0.25905,150.65,2.4245,-1.4593,-2.1061,-0.14792,0
0.14578,2.3489,41.687,1.4679,0.18103,672.06,1.0782,11.653,0.45571,67.801,1.2278,0.057694,1.0147,0.28545,0
0.10222,0.49783,-118.09,1.0575,0.10159,1750.4,1.1704,1.0243,-0.50909,168.92,2.9027,0.12129,0.89628,0.7426,0
0.10718,2.0839,71.513,0.75776,0.27878,732.27,1.0871,10.999,0.2044,79.884,0.86144,0.063515,2.8851,0.18602,0
0.084711,0.95243,-39.167,1.0675,0.13166,761.79,0.97808,0.66989,-0.038986,92.795,3.9904,0.066573,0.54337,0.19012,0
0.023383,1.4287,-46.824,1.2417,0.091763,1233.0,1.1718,3.0704,0.16475,75.484,5.9011,0.10235,0.68532,0.038015,0
0.0099334,1.0309,-12.86,3.1006,0.013417,7101.6,1.0637,0.51112,0.11628,93.197,22.621,0.76164,0.092259,0.052121,0
-0.26664,0.53941,-111.57,0.86767,-0.23909,-3327.5,0.91453,-1.4208,-0.18933,167.76,0.13948,4.2232,-7.5498,0.67062,0
-0.073126,1.1251,-24.432,1.0637,-0.0050684,-74659.0,0.98208,0.47308,0.028721,74.136,0.20089,0.34018,-1.7034,12.329,0
-0.14233,1.0197,-21.468,1.3095,-0.0043196,-36794.0,0.67873,-3.9917,0.016656,114.03,3.6123,0.8715,-1.6922,-0.33116,0
0.1924,0.98934,-11.5,1.7384,0.1437,898.45,0.72659,8.6435,-0.0084029,106.51,2.469,0.074729,14.241,0.49962,0
0.20362,2.6732,100.72,1.5529,0.14272,852.67,0.91711,13.303,1.009,62.952,2.1618,0.073085,17.121,0.42224,0
0.008606,1.8008,10.656,1.0042,0.023695,4401.7,0.91074,0.10819,4.1177,99.313,20.395,0.37036,0.025042,0.018641,0
-0.067406,0.68819,-125.82,0.78457,0.075133,5855.9,1.0168,-0.75891,-0.23456,206.86,1.2093,0.32371,-0.71572,-1.2417,0
0.18887,0.99838,-25.62,1.1898,0.16914,584.47,1.1366,0.0,-0.00035592,76.211,0.86284,0.86826,3.2512,0.27868,0
0.07031,7.5224,285.1,0.66496,0.18771,603.57,0.83233,142.12,1.1436,46.453,5.1243,0.063069,1.3754,0.088597,0
0.090126,2.2224,38.54,1.1155,0.14639,420.04,0.76084,1.1617,0.36539,68.426,627.66,0.035445,0.73702,0.10992,0
0.003766,0.6018,-108.26,1.0433,0.071161,2710.8,1.013,0.43136,-0.40975,160.73,1.4575,0.175,0.025298,0.019436,0
-0.04201,1.3069,21.138,0.95768,-0.022965,-11196.0,0.96821,-0.97064,0.13972,104.31,0.89386,1.0137,-1.3915,-0.12911,0
0.07943,0.71462,-95.257,1.1631,0.26332,1317.6,1.1309,1.7548,-0.10451,168.17,0.37943,0.1022,1.4907,0.28358,0
0.32831,3.303,69.325,2.1471,0.20828,281.94,1.2405,12.576,0.96127,36.979,2.9306,0.023983,4.0281,0.50157,0
-0.02111,5.4782,183.35,1.0594,0.075576,844.7,0.83833,-4.0094,1.4983,39.404,9.4162,0.089708,-1.4722,-0.025912,0
-0.05394,1.5033,60.776,1.7285,-0.023911,-7051.0,0.73351,-0.052336,3.5213,128.11,4.8155,4.7966,-9.2301,-0.26757,0
0.021337,0.9426,-17.931,1.1612,0.093445,2412.5,1.0033,1.7024,-0.041093,140.09,1.9666,0.17285,0.91813,0.075446,0
0.042536,3.2711,20.603,2.0761,0.081257,753.16,1.004,4.0164,1.288,35.788,6.4425,0.063561,0.12456,0.065249,0
0.069988,1.2611,13.45,1.046,0.18981,526.0,0.91428,0.83945,0.14613,98.975,20.501,0.044487,1.6183,0.11449,0
0.08347,1.6987,56.999,1.0648,0.21278,607.51,1.2382,1.2766,0.31557,119.05,9.5193,0.05557,1.5415,0.13059,0
0.036476,0.48832,-126.29,1.1257,0.21499,3275.1,1.2376,1.5089,-0.12631,188.17,0.14557,0.23892,8.0031,0.5888,0
0.05249,0.94109,-48.685,0.87653,0.083069,3846.7,1.1414,0.0,-0.031033,202.93,1.0692,1.2586,0.86146,0.22564,0
0.036191,0.74729,-3469.3,0.014341,2.5569,2529.1,0.6683,0.8679,-0.027984,3951.2,22.699,5.4956,8.121,0.048518,0
0.0045662,1.1667,-18.515,1.3987,0.059823,2920.2,0.98172,0.51697,0.081523,81.614,0.98528,0.25496,0.039107,0.013814,0
-0.0073493,1.0874,-3.6724,0.87106,-0.0083098,-28464.0,0.98399,0.0,0.021092,90.354,0.51926,169.57,-0.31739,-0.016874,0
0.037179,1.1788,-21.605,1.016,0.086091,1997.4,1.0839,0.40411,0.12387,91.142,0.86962,0.152,0.25563,0.16219,0
0.023997,1.5934,0.65446,2.7977,0.030958,3154.0,1.3015,0.0,2.0069,93.621,2.6001,0.39843,0.085715,0.09539,0
0.32349,1.4807,8.7148,3.0317,0.18938,293.38,1.1725,7.7001,0.448,53.572,27.091,0.026182,2.5343,0.60071,0
0.10345,1.3992,25.457,1.5064,0.14098,1072.6,1.1099,3.8305,0.39118,110.32,2.5139,0.084116,1.6868,0.27522,0
-0.036392,1.4341,-0.48779,1.6516,0.010639,14190.0,0.76751,-0.036077,0.20931,62.961,0.77241,0.4327,-0.34864,-0.11485,0
0.09475,0.94951,-43.743,1.0249,0.24177,1117.6,1.1037,6.6795,-0.018889,113.92,0.39338,0.098365,1.2463,0.39265,0
0.1213,6.6058,87.372,1.2602,0.16354,1825.5,1.2177,0.0,1.4007,36.871,0.32252,0.40517,0.37673,-3.9421,0
-0.0063388,1.2724,-4.6953,0.78798,-0.0011561,-163610.0,1.0808,0.0,0.12259,163.55,4.742,2.5076,-0.075069,-0.010713,0
0.027323,7.4734,95.794,1.1217,0.12869,277.49,0.39857,2.0213,0.75808,20.83,6.8791,0.024606,0.19328,0.030691,0
0.065915,1.9843,123.33,1.2815,0.076973,1892.7,0.64253,6.7928,21.82,151.81,48.208,0.15108,0.8972,0.13494,0
-0.14937,0.49712,-303.15,0.38247,-0.37777,-2747.6,0.99031,-0.50577,-0.37299,465.15,0.36443,-0.8005,-2.1186,1.7038,0
0.066032,0.884,-81.542,1.2318,0.067511,1966.3,1.8155,14.01,-0.067934,123.39,2.6099,0.17086,0.31381,0.11962,0
-0.0083937,2.1149,100.34,0.9515,0.15134,882.34,1.0439,-0.061857,0.46422,98.466,6.513,0.078254,-0.16952,-0.011779,0
0.069502,0.99965,-8.1209,1.4293,0.067836,2474.4,0.94985,5.1769,-0.00025407,112.82,1.7202,0.197,15.106,0.2028,0
0.19051,1.3029,1.9476,2.384,0.15749,572.29,1.5264,5.474,0.47608,93.43,7.2895,0.045521,1.3598,0.46317,0
0.067129,1.0383,-19.543,1.0665,0.12388,1176.4,1.3816,0.88394,0.041717,136.85,6.4437,0.097755,0.80493,0.20675,0
0.07878,1.0589,5.6338,0.87894,0.12488,1319.5,1.1201,4.4892,0.017903,107.45,1.4585,0.10475,397.53,0.1306,0
0.008136,1.2628,29.071,1.2891,0.12636,1462.4,0.88067,0.99074,0.51383,167.13,13.092,0.066806,0.14357,0.023421,0
0.015497,1.2685,60.564,0.40297,0.085319,9035.1,1.5042,9.0513,0.13073,267.71,2.909,0.78413,1.0837,0.10405,0
0.15886,1.5494,25.934,1.7803,0.10799,972.25,0.91826,15.609,0.44021,80.103,3.4309,0.084365,3.1246,0.32559,0
-0.29728,0.62837,-33.636,1.6393,-0.037993,-4180.5,0.87076,-7.0797,-0.2136,78.862,1.7217,-0.86277,-79.777,-1.0371,0
0.07332,1.3047,17.375,2.7145,0.075571,1237.3,0.9899,2.7427,0.95465,86.19,9.2718,0.093203,1.1215,0.24073,0
-0.10848,0.4907,-90.135,0.94683,-0.028401,-8331.5,1.0434,-0.86302,-0.23545,132.07,0.59914,15.879,-3.9172,-0.32604,0
-0.41516,1.5383,32.282,0.92772,-0.21306,-1334.2,0.86112,-29.051,0.22525,71.877,3.7323,-0.1251,-12.301,-1.4963,0
-0.040495,0.6497,-86.142,1.3015,-0.0004872,-329010.0,0.89623,-2.8634,-0.2442,132.3,1.9117,2.1708,-0.29711,-0.094523,0
0.0065389,0.58887,-72.865,2.0733,0.043441,4294.9,0.80764,1.28,-0.55757,134.15,1.2194,0.33091,0.091929,-0.10934,0
0.013159,0.86059,-124.26,0.99453,0.03099,7771.4,1.0949,0.26284,-0.48715,228.4,9.5024,0.46535,0.037916,0.16047,0
0.078078,1.0258,-14.33,1.1851,0.25846,430.31,1.1722,1.3898,0.0060251,94.474,2.2985,0.038479,3.5175,0.11106,0
-0.020725,0.26783,-259.36,0.61359,0.18453,1456.8,0.89385,-0.15394,-0.34451,246.61,8.3725,0.11322,-0.52457,-0.037814,0
0.0081491,1.3608,-14.299,1.4212,0.0093907,13617.0,0.9874,0.0,0.34126,120.2,1177.5,3.1936,0.042463,0.016231,0
0.0086435,0.79033,-87.468,1.3386,0.067661,3197.7,1.0159,1.2641,-0.24015,168.76,1.8892,0.23202,0.051979,0.041855,0
0.10817,0.54101,-37.356,1.2308,0.1379,507.14,1.2097,25.819,-0.098562,61.332,1.9395,0.044945,5.4453,0.14155,0
0.043757,0.87015,-33.616,0.67158,0.17908,2595.0,1.4382,2.0484,-0.025565,96.271,0.183,0.17747,1.6811,0.30185,0
-0.46891,0.70699,-42.383,2.3529,-0.1068,-1985.3,0.97537,-5.2092,-0.49467,105.35,0.85731,-0.24966,-13.123,1.2781,0
0.0087256,2.0388,40.656,2.969,0.013537,4923.5,1.0221,1.2566,5.915,55.903,9.2128,0.24777,0.062477,0.019058,0
-0.084597,1.1395,-58.222,0.98853,-0.029574,-8968.9,0.96874,-0.16567,0.11354,168.82,0.97255,0.65887,-0.43785,-0.30037,0
0.07104,7.4752,111.1,1.0172,0.09475,1877.1,0.86468,3.1521,2.5683,39.927,1.0167,0.13497,0.20556,0.14085,0
0.012348,0.74462,-54.367,1.2037,0.025315,6533.4,0.881,1.2739,-0.18355,143.03,3.9072,0.24546,0.26449,0.027166,0
-0.00072331,1.224,-6.0375,2.6008,0.023194,3250.9,1.1579,-1.4557,0.32955,74.054,130.19,0.37928,-0.0045867,-0.0015631,0
0.056657,0.87727,-74.592,1.6187,0.074015,2262.0,1.0194,4.4577,-0.18217,125.19,8.5116,0.18318,0.20781,0.22002,0
-0.012137,2.0118,77.8,0.92222,0.27791,807.52,1.0246,0.46381,0.26245,62.17,1.2911,0.067757,-1.2326,-0.028032,0
0.0098773,0.96384,-24.214,1.2289,0.15026,1167.2,0.94959,1.2864,-0.014122,82.814,3.8722,0.092503,0.33355,0.024118,0
0.19684,0.57792,-33.922,1.0167,0.19854,1166.0,0.88743,12.697,-0.054789,43.005,0.062605,0.098298,5.324,0.55423,0
0.005279,6.2982,148.21,1.8773,0.0039863,14582.0,0.67404,-86.0,146.88,29.733,6.7925,-0.31602,0.14742,0.0075304,0
0.030203,1.1039,-2.005,1.8461,0.03777,3815.6,0.94551,2.6101,0.16515,117.98,3.8544,0.26515,0.58989,0.11141,0
0.0043294,1.7443,65.006,0.7245,0.033753,12681.0,1.0118,1.1573,0.17976,89.38,0.43185,0.54469,1.4922,0.02878,0
0.39447,3.6797,132.1,1.627,0.32876,172.25,1.1777,76.583,1.4338,58.08,102.05,0.015682,4.8609,0.52766,0
0.0052457,0.8215,-118.26,0.93168,0.021496,17183.0,1.0159,0.0,-0.23214,273.48,1.2341,2.1262,0.040331,0.09176,0
0.037891,5.3287,49.419,1.0389,0.15691,522.85,1.3563,0.71878,0.26025,27.85,1.2888,0.045214,0.31126,0.087927,0
-0.017286,0.98699,-17.221,1.8234,0.0097557,16517.0,1.0288,-0.34583,-0.012598,94.402,1.8997,0.92279,-0.22824,-0.088624,0
0.002334,1.3079,24.853,1.0096,0.078444,2064.7,1.1656,0.29205,0.15037,124.35,3.8244,0.15588,0.075828,0.004331,0
0.14708,1.3896,29.152,2.3648,0.088158,1127.2,0.96297,4.3018,0.48582,76.289,3.349,0.086274,24.641,0.41296,0
0.090828,2.6808,49.244,0.77468,0.21191,790.31,1.2017,10.024,0.48312,83.568,1.664,0.068454,0.4945,0.14091,0
0.037192,0.64291,-101.93,1.0079,0.1116,2644.6,1.0525,2.479,-0.2308,177.61,1.12,0.20398,0.57138,0.20102,0
0.010581,1.4503,37.52,1.0055,0.16129,1262.9,1.0174,0.36518,0.14331,95.32,1.1741,0.10339,0.47907,0.023415,0
0.21695,0.71334,-47.478,1.6379,0.15565,935.49,1.1475,15.63,-0.212,125.32,1.9658,0.081129,17.19,0.62597,0
-0.031823,2.9621,-11.256,0.96179,-0.02336,-5148.3,4.3754,-0.55036,0.50221,115.64,8372.0,-1.2627,-0.38455,-0.037441,0
0.25245,0.37946,-111.4,1.1394,0.27442,814.17,1.06,6.4892,-0.26374,124.57,0.17196,0.066051,3.0363,0.83448,0
0.0049753,4.517,24.215,0.96363,0.061072,2438.0,1.0074,1.165,1.6916,58.079,1.4804,0.15112,0.010589,0.0081978,0
-0.17407,1.3363,-20.571,2.2893,-0.075584,-3244.3,0.71177,-1.8905,194.02,111.49,0.8808,-0.38934,-0.44845,0.32353,0
0.14453,3.2576,-109.57,0.9329,0.20853,685.61,1.0718,15.111,4.0244,128.53,0.45661,0.060563,0.17925,0.22775,0
0.32936,0.31061,-351.11,0.91319,0.37006,1264.2,1.3166,2.5932,-1.6755,363.0,0.67738,0.10667,1.2466,-0.50124,0
0.13327,2.2069,22.567,2.7482,0.071938,661.34,0.99949,27.714,1.9083,48.344,98.805,0.064167,0.52151,0.20766,0
0.029413,1.5706,10.958,1.0591,0.053215,3219.9,1.2937,0.59984,0.14176,67.712,0.71877,0.20984,0.45335,0.056603,0
0.012372,2.5549,-68.665,0.78409,0.046527,6001.4,0.81399,1.0007,2.4867,157.19,0.6819,0.27417,0.020133,0.030916,0
0.19984,1.4143,-23.552,1.9931,0.14831,671.64,1.4252,4.7191,0.34552,80.687,2.114,0.056977,0.7716,0.43817,0
-0.048513,1.0215,-149.72,0.99931,0.032774,7487.6,0.95328,0.0,0.013906,242.15,0.88054,0.27558,-0.24861,-0.14784,0
0.10868,1.0919,-44.549,1.0656,0.078957,1289.5,1.1179,0.53999,0.092828,108.27,284.25,0.18098,0.44809,0.21619,0
-0.36464,1.1882,-203.54,0.76264,-0.18932,-1265.3,0.80294,-16.692,0.22479,316.3,68.455,-0.13216,-3.0247,0.0,0
-0.3668,0.49668,-106.05,3.6176,-0.10139,-1741.5,0.74274,-132.3,-4.3085,140.38,3.1764,-0.16024,-0.85696,0.48899,0
0.091633,2.352,-34.717,1.7115,0.082095,827.24,0.75688,7.1652,0.83675,57.408,1.705,0.068729,0.19109,0.13445,0
0.0072204,1.4468,-69.366,0.98588,0.076121,3396.3,0.98588,0.57886,0.10524,116.12,0.40621,0.19595,0.042754,0.012531,0
0.102,2.1736,-15.401,2.408,0.062292,1109.6,1.9203,7.6316,1.1265,50.051,1.4828,0.089941,0.22126,0.1875,0
0.13108,1.3186,-23.186,2.6775,0.058348,1449.2,0.9848,1.4291,0.57724,76.778,4.3458,0.12981,0.39436,0.34522,0
0.076636,1.9193,18.45,1.8839,0.12678,589.66,1.1015,6.3439,0.16555,27.22,0.9318,0.053668,2.1532,0.12479,0
0.10133,9.901,54.178,1.056,0.18008,209.59,1.1006,7.0477,0.88242,20.062,3.3305,0.017316,0.33358,0.11375,0
0.024499,2.2324,-9.0006,1.1493,0.10342,657.92,0.90261,1.0724,0.44142,65.316,11.766,0.056224,0.09237,0.031179,0
-0.15318,1.3663,-24.216,0.89373,-0.050791,-1969.7,0.7561,-0.99048,0.31534,81.488,7.7411,-0.12444,-0.63091,-0.31839,0
0.028041,1.5791,-46.774,2.2851,0.06692,1210.3,1.2749,0.0,1.1121,85.724,20.954,0.13535,0.17915,0.056885,0
0.042867,0.88957,-34.048,2.2421,0.063014,1793.3,0.96335,3.842,-0.16766,108.58,9.638,0.14632,0.37722,0.14016,0
0.091951,18.308,50.973,1.4365,0.11709,1626.4,0.73313,102.98,1.8882,9.9575,0.31217,0.16916,0.20721,0.36712,0
0.65273,4.9032,103.78,3.2161,0.20296,237.4,1.7205,44.469,52.295,27.815,5.3534,0.021202,49.316,1.1343,0
0.09769,3.6756,46.149,1.0711,0.10388,354.92,0.92168,0.76085,0.90797,36.048,24.012,0.033265,0.46827,0.12506,0
0.040604,1.7515,10.357,1.0241,0.060582,1787.9,0.69204,0.36453,1.186,95.755,6.991,0.16236,0.15042,0.078947,0
0.29897,0.43488,-56.621,6.8609,0.058703,1610.3,0.99728,2.213,-2.0646,81.507,1.2451,0.08756,1.8869,-0.38484,0
0.3871,18.571,18.187,2.4327,0.23019,123.57,1.0222,59.587,1.6001,6.0911,3.1056,0.011227,2.2948,0.47765,0
0.086912,2.323,5.392,1.0839,0.087477,1167.2,1.1907,0.79214,0.61799,45.414,0.80178,0.088368,0.33134,0.20567,0
0.04916,1.0906,-28.522,1.0429,0.046393,3165.5,1.1673,0.39515,0.43518,146.8,18.782,0.24723,0.23099,0.3305,0
-0.20383,1.636,-75.623,0.72467,-0.24927,-927.57,0.40981,-6.2315,0.68109,157.53,3.4274,-0.10421,-0.48507,-0.37681,0
0.0022645,2.6363,326.61,1.1732,0.23394,684.39,0.98725,0.0,1.2557,209.92,1.5877,0.063021,0.0088741,0.0046655,0
0.013454,1.1551,-134.93,1.005,0.10525,2242.5,2.0693,0.77662,0.12748,203.37,4.4761,0.14301,0.077739,0.059867,0
0.098002,1.6451,35.799,1.9408,0.10495,497.23,1.1862,0.0,0.20397,53.601,4.8462,0.087515,31.875,0.13571,0
-0.045899,1.3626,-19.401,1.0838,-0.014156,-16702.0,0.92026,-1.6877,0.13477,80.424,0.42719,13.531,-0.32394,-0.15407,0
0.072103,1.9185,-26.839,1.0305,0.054847,2516.8,1.6624,0.37216,0.69236,71.889,0.65599,0.34429,0.18331,0.18687,0
0.26331,1.1692,-9.4911,1.6304,0.23111,566.77,1.6307,5.8342,0.19868,143.82,5.2995,0.045239,2.3233,0.63463,0
0.27532,22.493,17.743,1.0742,0.073205,55.159,1.2765,0.6804,6.5178,2.9186,14.98,0.0051112,0.46683,0.29407,0
0.019361,2.7713,72.745,0.95574,0.05578,1718.2,0.73822,0.36641,0.53374,59.424,4.1436,0.13063,0.22343,0.026299,0
0.34068,1.5736,-7.9712,3.7108,0.12309,356.65,1.2917,4.0697,0.50769,41.491,5.1599,0.02846,1.8142,0.61527,0
0.062252,1.4271,-31.818,0.67163,0.26942,651.74,1.2287,4.4792,0.18401,169.51,4.3869,0.053682,0.40528,0.091967,0
0.081699,1.5608,-1.1648,4.3755,0.030208,2328.6,1.0302,1.7388,1.1063,42.079,2.4497,0.13953,0.32947,0.52111,0
0.031026,2.3012,-6.305,1.0291,0.064795,2026.9,0.93394,0.39133,0.63086,63.321,0.80477,0.14967,0.097525,0.070644,0
0.038484,0.59634,-124.78,0.82478,0.08771,2674.0,0.63237,0.9275,-0.37635,186.48,8.7954,0.18786,0.23991,0.13045,0
0.091272,1.3891,-7.7147,1.0372,0.049857,1301.1,1.2426,0.45706,0.15939,29.373,0.58982,0.10197,0.55673,0.23266,0
0.053363,2.8363,12.959,1.922,0.06345,1351.5,0.87829,4.03,1.0636,42.843,1.3199,0.10719,0.16072,0.097298,0
0.010648,1.3865,-48.905,1.7324,0.025708,4469.6,0.99296,1.2189,0.68804,110.6,8.9826,0.25881,0.025153,0.02342,0
0.026794,1.2512,-17.49,2.7089,0.030807,3377.8,1.2252,0.5775,0.35299,69.011,1.4713,0.33087,0.10544,0.11767,0
0.0099953,0.79184,-93.787,0.60657,0.067566,4869.5,1.3379,1.4378,-0.1511,293.66,3.741,0.31016,0.22767,0.022054,0
0.04126,3.884,6.8627,1.574,0.046592,2659.5,0.83182,3.8604,9.707,58.614,0.91404,0.1935,0.062596,0.088605,0
0.23155,6.5742,160.01,1.2448,0.24155,283.3,0.60597,14.569,2.2927,42.502,4.3571,0.024911,1.1522,0.30204,0
-0.04625,1.3117,-25.818,0.96983,0.00057365,247450.0,0.74883,-0.23081,0.59134,128.03,10.852,1.0543,-0.17174,-0.12364,0
-0.060651,1.299,14.994,0.97478,-0.023397,-8719.9,1.0682,-18.06,0.34779,143.91,70.855,-0.77177,-0.66548,-0.13326,0
-0.11918,1.3406,-13.892,1.0793,-0.067529,-2467.1,1.0,0.58557,0.16847,80.182,0.6693,0.20561,-0.78748,-0.52817,0
-0.12653,1.8254,-16.747,2.3341,-0.048624,-2717.4,1.0448,-1.0554,11.168,79.921,1.3993,-0.54178,-0.24545,-0.81592,0
0.079795,200.28,132.16,1.6718,0.07973,724.77,0.96037,4.8459,1.9196,0.74326,2.4019,0.055612,2.5924,0.10852,0
0.064728,1.7719,45.816,1.1382,0.15286,1555.7,1.0906,1.3604,0.41116,130.84,1.2727,0.11652,0.57351,0.15012,0
0.08897,1.5469,-24.519,2.4484,0.063818,1245.6,0.90047,1.7029,0.89159,69.633,4.6447,0.10244,0.22436,0.19061,0
0.36296,3.4304,9.0489,1.1556,0.19493,271.88,1.0804,1.6117,1.3138,31.409,1.7509,0.030333,1.0845,0.60573,0
0.38422,1.5368,21.618,1.1864,0.22057,284.12,1.1457,2.6593,0.34413,67.946,14.195,0.021876,5.9869,0.62579,0
0.023322,5.2338,103.04,0.96047,0.059763,1863.7,1.0413,3.3562,0.99416,37.879,6.2994,0.20402,0.14519,0.032992,0
0.10765,2.3099,-14.923,1.1034,0.098633,874.05,0.97235,1.0361,4.1377,94.398,110.56,0.070391,0.19387,0.17551,0
0.058613,0.87484,-52.052,2.6828,0.060681,1591.2,0.75448,2.0676,-0.1384,79.852,2.8332,0.10869,0.2049,0.20191,0
-0.15825,1.2329,-10.375,1.6516,-0.03509,-2753.7,1.2811,-20.777,0.1343,62.01,43.631,-0.24257,-1.2403,-0.28119,0
-0.093113,2.2697,451.62,0.88101,0.12137,3493.3,0.93008,0.0,58.446,455.54,1.0936,0.17052,-0.26548,3.988,0
0.013849,3.4809,39.101,2.0265,0.0068338,20287.0,0.95116,1.3566,4.4338,45.785,0.88432,0.48711,0.034647,0.060136,0
-0.11785,0.8974,587.45,2.5969,-0.036072,-3828.7,0.74942,-2.5596,-0.8529,133.69,0.0,-0.48786,-1.2984,-6.7774,0
0.0057273,1.3975,-97.191,0.82712,0.063474,6173.6,0.8024,0.3402,0.13036,118.2,0.11663,0.37307,0.021326,0.015106,0
-0.21676,0.46435,-67.221,0.91947,-0.080657,-2061.6,0.74119,-0.68642,-0.3529,100.32,0.68654,-0.53424,-4.1105,9.2255,0
